metropolitan,GRD,GRD_count,A05,A05_count,P2,P2_count
True,38.63145156215932,264.0,50.19162077962366,343.0,103.0172041657582,704.0
False,40.80541445637338,58.0,59.0974967988856,84.0,75.98249588428148,108.0
False,,,,,,
False,49.94672349493873,15.0,23.308470964304743,7.0,169.81885988279168,51.0
True,9.494331883865334,30.0,11.393198260638398,36.0,,
True,22.025903026726176,468.0,8.330309478056694,177.0,4.094558895993968,87.0
False,,,,,,
False,17.963505719958402,19.0,19.854401058901388,21.0,43.49059279568876,46.0
False,15.054950569578963,6.0,,,75.27475284789482,30.0
False,30.56648209856437,122.0,99.96742915841956,399.0,30.315937163330243,121.0
False,38.6871464569893,37.0,,,69.00950449084579,66.0
False,34.4516881327185,39.0,,,,
False,13.31593384644065,15.0,18.64230738501691,21.0,102.088826156045,115.0
False,34.93508835196538,31.0,18.03101334294988,16.0,123.96321673278038,110.0
True,27.610136181018134,127.0,36.30624206480338,167.0,48.26338765500809,222.0
False,,,,,299.55067398901645,54.0
False,0.0,0.0,,,,
False,0.0,0.0,,,,
False,16.362220287844178,25.0,,,66.75785877440426,102.0
False,43.12322738656656,78.0,,,130.47540593884244,236.0
False,0.0,0.0,,,,
True,27.528718006920812,114.0,55.78187596139219,231.0,68.33883505226834,283.0
True,20.299204716089207,73.0,26.416773260664037,95.0,21.4114899060119,77.0
False,17.08984375,7.0,,,41.50390625,17.0
False,29.29973630237328,13.0,,,47.33034325767991,21.0
False,26.298851847494344,152.0,14.014519734520013,81.0,88.58560622313884,512.0
False,0.0,0.0,,,,
False,,,,,39.66994604887337,10.0
False,47.08188527671192,367.0,23.0919328332647,180.0,25.016260569370093,195.0
True,19.981691988195436,117.0,8.36840091813313,49.0,41.50043720625205,243.0
False,0.0,0.0,,,,
False,17.342758985200845,21.0,41.29228329809725,50.0,74.32610993657505,90.0
True,,,,,84.42380751371887,26.0
False,21.18793700120065,21.0,,,,
False,41.20822516174229,20.0,,,67.99357151687477,33.0
False,10.63580864053094,5.0,,,142.5198357831146,67.0
False,13.448710460791244,35.0,33.429651716823955,87.0,113.35341674095478,295.0
False,37.19200371920037,8.0,,,,
False,22.999080036798528,5.0,,,340.38638454461824,74.0
False,,,,,,
False,,,,,47.76461597248758,15.0
False,26.11875326484416,6.0,,,,
False,,,,,75.10460999248954,21.0
False,35.06000466924424,431.0,35.8734618541455,441.0,63.04293182984753,775.0
False,27.00413099983924,299.0,52.92448416690901,586.0,68.45863310327138,758.0
False,31.125666495249952,23.0,,,,
False,9.77244171436549,7.0,,,128.43780538880358,92.0
False,,,,,,
False,19.52127819323062,13.0,,,61.56710814788119,41.0
False,21.698511241034296,18.0,,,,
False,32.76023150563597,27.0,,,77.65388208743342,64.0
False,21.927179835765426,20.0,61.39610354014319,56.0,69.07061648266108,63.0
False,35.56372846659612,41.0,70.26004892181184,81.0,301.8579879603768,348.0
False,0.0,0.0,,,442.9270093199225,48.0
False,,,,,,
False,41.97956994262792,27.0,,,,
False,22.214112308204943,28.0,,,,
False,31.46880654551176,16.0,25.568405318228308,13.0,102.27362127291325,52.0
False,10.766966945411475,9.0,,,51.44217540585484,43.0
False,,,,,,
False,14.266465879369104,9.0,,,,
False,16.166188416926,8.0,,,137.412601543871,68.0
False,3.7907218292507263,5.0,23.5024753413545,31.0,,
False,,,,,155.7273041873342,27.0
False,17.4200393798466,33.0,,,77.59835723749848,147.0
False,21.182177316006317,20.0,31.77326597400947,30.0,42.36435463201263,40.0
False,18.28965589318841,7.0,,,91.44827946594204,35.0
False,26.52583857821505,33.0,,,69.93175625165786,87.0
False,54.84405604941992,91.0,109.0854301642308,181.0,47.009190899502784,78.0
False,35.77781973941821,36.0,118.26557080529908,119.0,27.82719313065861,28.0
False,23.703101720167957,7.0,,,94.81240688067182,28.0
False,11.583842194972611,7.0,19.85801519138162,12.0,31.44185738635424,19.0
False,16.47808414808305,12.0,72.77820498736679,53.0,76.89772602438757,56.0
False,24.554148358749032,19.0,77.53941586973379,60.0,174.463685706901,135.0
False,15.55129334923021,12.0,53.13358560986988,41.0,80.34834897102276,62.0
False,20.26963559150257,41.0,,,149.3031694788726,302.0
False,12.876491039132826,11.0,,,,
True,16.937669376693766,15.0,28.22944896115628,25.0,14.679313459801266,13.0
False,,,,,,
True,10.12924922004781,5.0,,,,
False,34.15767181308922,25.0,,,,
False,11.37604659628686,15.0,49.29620191724306,65.0,130.4453343040893,172.0
False,27.486943701741676,11.0,,,,
False,17.944014674216447,9.0,,,,
False,24.846994821363182,19.0,192.23727572317836,147.0,103.31118899408902,79.0
False,14.745844831581383,14.0,245.41298898274732,233.0,95.847991405279,91.0
True,5.231564547818437,27.0,3.875232998384028,20.0,,
False,11.395629440943829,17.0,109.26397640434377,163.0,61.67046520981365,92.0
False,26.1399941911124,9.0,,,156.83996514667442,54.0
False,19.512829685518227,6.0,,,48.782074213795575,15.0
False,9.18686568318852,19.0,12.571500408573762,26.0,46.417847662426205,96.0
False,,,,,63.39326878745966,11.0
True,14.55993506268962,80.0,17.835920451794784,98.0,27.8458758073939,153.0
False,,,,,81.08108108108108,24.0
False,11.44615854201376,9.0,,,,
False,26.57671470918941,13.0,,,71.55269344781765,35.0
False,,,,,,
False,,,,,,
True,11.857405140758871,124.0,,,28.304773561811505,296.0
False,19.873002053543544,21.0,52.048338711661664,55.0,124.916012907988,132.0
True,13.928592747846045,21.0,,,45.76537617149414,69.0
True,22.32371804540765,37.0,30.16718654784817,50.0,,
False,30.05786138316259,12.0,50.09643563860431,20.0,,
False,27.562446167097328,8.0,,,,
False,31.716054811109267,176.0,37.662815088192254,209.0,169.0321557546619,938.0
