model_id,estimand,source,variant,outcome,denominator_offset,panel,activity,position,covariates,sex,years,n_obs,df_resid,apc,apc_lo,apc_hi,p_value,beta,se,dispersion,durbin_watson,dw_check,model_family,converged,note_keys,note,hospitals_first,hospitals_last,depth_coef,re_sd,re_sd_lo,re_sd_hi,stable_panel_n,script,label_note
grd_rate:strict_autism_f840:observed:all:any:none:2019-2024,est_grd_rate,src_grd,strict_autism_f840,out_f84_any,off_episodes,panel_observed,act_all,pos_any,cov_none,,2019-2024,6,4,43.63666268321449,38.368592934848,49.10530221613261,1.9033115895650366e-80,0.36211674920412973,0.019064558184397045,16.93033906588347,2.535255642750414,"deviance residuals, chronological",fam_qp,True,not_causal_law|strict_identical|dw_weak,"No specification estimates an effect of Law 21.545. Series identical in both variants. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,72.0,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:strict_autism_f840:observed:all:any:depth:2019-2024,est_grd_rate,src_grd,strict_autism_f840,out_f84_any,off_episodes,panel_observed,act_all,pos_any,cov_depth,,2019-2024,6,3,50.23008807807903,40.027876283179744,61.17561704860617,8.050665910731456e-30,0.4069978533742873,0.035881537018228556,13.424241974845343,2.9484175779055186,"deviance residuals, chronological",fam_qp,True,not_causal_law|depth|strict_identical|dw_weak,"No specification estimates an effect of Law 21.545. Coding depth = mean coded diagnoses per episode (model's panel and activity). Series identical in both variants. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,72.0,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:strict_autism_f840:observed:all:any:disruption:2019-2024,est_grd_rate,src_grd,strict_autism_f840,out_f84_any,off_episodes,panel_observed,act_all,pos_any,cov_disruption,,2019-2024,6,3,41.418550366350026,35.8567130819073,47.20808367903366,2.7647652442421446e-64,0.3465537495793214,0.020471389185611612,14.020502699997321,3.393399792261192,"deviance residuals, chronological",fam_qp,True,not_causal_law|disruption|strict_identical|dw_weak,"No specification estimates an effect of Law 21.545. The 2020–2021 indicator describes reporting disruption; it is not a causal effect. Series identical in both variants. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,72.0,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:strict_autism_f840:observed:all:any:depth_disruption:2019-2024,est_grd_rate,src_grd,strict_autism_f840,out_f84_any,off_episodes,panel_observed,act_all,pos_any,cov_depth_disruption,,2019-2024,6,2,48.223603668360624,8.66501718087962,102.18316119036209,0.012969925440127894,0.3935517832092099,0.15839681666590574,20.086521443663294,3.070726459056273,"deviance residuals, chronological",fam_qp,True,not_causal_law|depth|disruption|strict_identical|dw_weak,"No specification estimates an effect of Law 21.545. Coding depth = mean coded diagnoses per episode (model's panel and activity). The 2020–2021 indicator describes reporting disruption; it is not a causal effect. Series identical in both variants. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,72.0,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:strict_autism_f840:observed:all:any:none:2021-2024,est_grd_rate,src_grd,strict_autism_f840,out_f84_any,off_episodes,panel_observed,act_all,pos_any,cov_none,,2021-2024,4,2,42.89819187823305,34.683086419006884,51.614384441271554,3.2059511541615357e-32,0.35696224581122804,0.030208678094092827,16.627615019963443,2.6867432750591504,"deviance residuals, chronological",fam_qp,True,not_causal_law|strict_identical|dw_weak,"No specification estimates an effect of Law 21.545. Series identical in both variants. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,72.0,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:strict_autism_f840:observed:all:any:depth:2021-2024,est_grd_rate,src_grd,strict_autism_f840,out_f84_any,off_episodes,panel_observed,act_all,pos_any,cov_depth,,2021-2024,4,1,48.12889010611614,33.85048230927068,63.930437197610935,3.0152736191484116e-14,0.39291258787622696,0.051714930145367675,18.18548309240537,3.397961559874379,"deviance residuals, chronological",fam_qp,True,df1|not_causal_law|depth|strict_identical|dw_weak,"One residual degree of freedom: dispersion very unstable. No specification estimates an effect of Law 21.545. Coding depth = mean coded diagnoses per episode (model's panel and activity). Series identical in both variants. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,72.0,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:strict_autism_f840:observed:all:principal:none:2019-2024,est_grd_rate,src_grd,strict_autism_f840,out_f84_principal,off_episodes,panel_observed,act_all,pos_principal,cov_none,,2019-2024,6,4,15.527691348514727,12.658623431519288,18.469825582686816,2.330689438388123e-29,0.14434006717304704,0.012830867686359729,0.5587498674281348,1.7537665134103304,"deviance residuals, chronological",fam_qp,True,not_causal_law|principal_small|strict_identical|dw_weak,"No specification estimates an effect of Law 21.545. Small numerator (principal F84): wide CI. Series identical in both variants. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,72.0,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:strict_autism_f840:observed:all:principal:depth:2019-2024,est_grd_rate,src_grd,strict_autism_f840,out_f84_principal,off_episodes,panel_observed,act_all,pos_principal,cov_depth,,2019-2024,6,3,16.967685799798637,10.433520021776733,23.888467185167418,9.104141832448233e-08,0.1567275209169421,0.029329108194874186,0.6904211860962287,1.5198260554228302,"deviance residuals, chronological",fam_qp,True,not_causal_law|depth|principal_small|strict_identical|dw_weak,"No specification estimates an effect of Law 21.545. Coding depth = mean coded diagnoses per episode (model's panel and activity). Small numerator (principal F84): wide CI. Series identical in both variants. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,72.0,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:strict_autism_f840:observed:all:principal:disruption:2019-2024,est_grd_rate,src_grd,strict_autism_f840,out_f84_principal,off_episodes,panel_observed,act_all,pos_principal,cov_disruption,,2019-2024,6,3,14.835182087291132,11.595484667979106,18.168930259641435,2.6960515543672004e-21,0.1383277151218314,0.014600937655647407,0.5827637288043164,1.4066762045901664,"deviance residuals, chronological",fam_qp,True,not_causal_law|disruption|principal_small|strict_identical|dw_weak,"No specification estimates an effect of Law 21.545. The 2020–2021 indicator describes reporting disruption; it is not a causal effect. Small numerator (principal F84): wide CI. Series identical in both variants. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,72.0,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:strict_autism_f840:observed:all:principal:depth_disruption:2019-2024,est_grd_rate,src_grd,strict_autism_f840,out_f84_principal,off_episodes,panel_observed,act_all,pos_principal,cov_depth_disruption,,2019-2024,6,2,0.7427815923069625,-16.065905232219812,20.917585053305476,0.9366670554029728,0.007400365545469967,0.0931336739739618,0.4391179274037108,2.6041119931415064,"deviance residuals, chronological",fam_qp,True,not_causal_law|depth|disruption|principal_small|strict_identical|dw_weak,"No specification estimates an effect of Law 21.545. Coding depth = mean coded diagnoses per episode (model's panel and activity). The 2020–2021 indicator describes reporting disruption; it is not a causal effect. Small numerator (principal F84): wide CI. Series identical in both variants. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,72.0,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:strict_autism_f840:observed:all:principal:none:2021-2024,est_grd_rate,src_grd,strict_autism_f840,out_f84_principal,off_episodes,panel_observed,act_all,pos_principal,cov_none,,2021-2024,4,2,13.620658641592986,7.3850061441328885,20.21840416735621,9.248724529086414e-06,0.12769515800485665,0.028798885951981032,0.8539390907384823,1.9979484058039298,"deviance residuals, chronological",fam_qp,True,not_causal_law|principal_small|strict_identical|dw_weak,"No specification estimates an effect of Law 21.545. Small numerator (principal F84): wide CI. Series identical in both variants. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,72.0,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:strict_autism_f840:observed:all:principal:depth:2021-2024,est_grd_rate,src_grd,strict_autism_f840,out_f84_principal,off_episodes,panel_observed,act_all,pos_principal,cov_depth,,2021-2024,4,1,18.506164236148503,18.40066577430037,18.611756700216798,0.0,0.16979479210461146,0.000454412719763778,9.968765072640578e-05,3.3899873547286514,"deviance residuals, chronological",fam_qp,True,df1|not_causal_law|depth|principal_small|strict_identical|dw_weak,"One residual degree of freedom: dispersion very unstable. No specification estimates an effect of Law 21.545. Coding depth = mean coded diagnoses per episode (model's panel and activity). Small numerator (principal F84): wide CI. Series identical in both variants. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,72.0,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
