model_id,estimand,source,variant,outcome,denominator_offset,panel,activity,position,covariates,sex,years,n_obs,df_resid,apc,apc_lo,apc_hi,p_value,beta,se,dispersion,durbin_watson,dw_check,model_family,converged,note_keys,note,hospitals_first,hospitals_last,depth_coef,re_sd,re_sd_lo,re_sd_hi,stable_panel_n,script,label_note
grd_pop:con_rett:principal:TOTAL:crude:2021-2024,est_grd_pop,src_grd,con_rett,out_f84_principal,off_pop,panel_observed,act_all,pos_principal,cov_none,TOTAL,2021-2024,4,2,24.356248406211023,10.640606961857046,39.7721590862077,0.0002563405215519716,0.21798023154101376,0.05962519984675779,5.36511390419606,2.025473651851574,"deviance residuals, chronological",fam_qp,True,place_vs_residence|unknown_excluded|not_causal_law|principal_small|dw_weak,"Numerator by place of care (public network) and denominator by residence (INE): complementary reading, not prevalence. Episodes without valid age or sex excluded from the standardised rate (included in the crude rate). No specification estimates an effect of Law 21.545. Small numerator (principal F84): wide CI. Durbin–Watson with fewer than 8 points: weak, indicative only.",,,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_pop:con_rett:principal:TOTAL:age_adjusted:2021-2024,est_grd_pop,src_grd,con_rett,out_f84_principal,off_pop,panel_observed,act_all,pos_principal,cov_age,TOTAL,2021-2024,68,50,25.46501383416915,16.597070939872836,35.007419736348844,1.3139879156505214e-09,0.22685675948926054,0.037400071143638886,2.1091945339787133,1.9119946278330144,"deviance residuals, within stratum",fam_qp_age,True,place_vs_residence|unknown_excluded|not_causal_law|principal_small|age_adj,"Numerator by place of care (public network) and denominator by residence (INE): complementary reading, not prevalence. Episodes without valid age or sex excluded from the standardised rate (included in the crude rate). No specification estimates an effect of Law 21.545. Small numerator (principal F84): wide CI. Adjusted APC: counts by age (and sex) with stratum fixed effects and log(population) offset.",,,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_pop:sin_rett:any:HOMBRE:crude:2019-2024,est_grd_pop,src_grd,sin_rett,out_f84_any,off_pop,panel_observed,act_all,pos_any,cov_none,HOMBRE,2019-2024,6,4,35.8471501783304,21.83580320213632,51.46982846213357,3.467174257208313e-08,0.3063601719559519,0.055539844591784744,135.8219418406619,1.6795089027873968,"deviance residuals, chronological",fam_qp,True,place_vs_residence|unknown_excluded|not_causal_law|dw_weak,"Numerator by place of care (public network) and denominator by residence (INE): complementary reading, not prevalence. Episodes without valid age or sex excluded from the standardised rate (included in the crude rate). No specification estimates an effect of Law 21.545. Durbin–Watson with fewer than 8 points: weak, indicative only.",,,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_pop:sin_rett:any:HOMBRE:age_adjusted:2019-2024,est_grd_pop,src_grd,sin_rett,out_f84_any,off_pop,panel_observed,act_all,pos_any,cov_age,HOMBRE,2019-2024,102,84,37.51756572648732,33.64314683067011,41.50430704314132,7.965671342626866e-106,0.31858147369719364,0.014581132932859918,9.35979697741675,1.6397305795979817,"deviance residuals, within stratum",fam_qp_age,True,place_vs_residence|unknown_excluded|not_causal_law|age_adj,"Numerator by place of care (public network) and denominator by residence (INE): complementary reading, not prevalence. Episodes without valid age or sex excluded from the standardised rate (included in the crude rate). No specification estimates an effect of Law 21.545. Adjusted APC: counts by age (and sex) with stratum fixed effects and log(population) offset.",,,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_pop:sin_rett:any:HOMBRE:crude:2021-2024,est_grd_pop,src_grd,sin_rett,out_f84_any,off_pop,panel_observed,act_all,pos_any,cov_none,HOMBRE,2021-2024,4,2,45.28001197330702,35.03555229404225,56.30166663816753,1.3676254074522932e-23,0.3734928112802727,0.03730930963584323,23.218143958182644,2.194205679731036,"deviance residuals, chronological",fam_qp,True,place_vs_residence|unknown_excluded|not_causal_law|dw_weak,"Numerator by place of care (public network) and denominator by residence (INE): complementary reading, not prevalence. Episodes without valid age or sex excluded from the standardised rate (included in the crude rate). No specification estimates an effect of Law 21.545. Durbin–Watson with fewer than 8 points: weak, indicative only.",,,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_pop:sin_rett:any:HOMBRE:age_adjusted:2021-2024,est_grd_pop,src_grd,sin_rett,out_f84_any,off_pop,panel_observed,act_all,pos_any,cov_age,HOMBRE,2021-2024,68,50,47.06808516034921,42.33549786746937,51.95802871937698,3.3988349631137538e-118,0.3857254579192597,0.01668842500203395,4.643988743264526,1.740513281648425,"deviance residuals, within stratum",fam_qp_age,True,place_vs_residence|unknown_excluded|not_causal_law|age_adj,"Numerator by place of care (public network) and denominator by residence (INE): complementary reading, not prevalence. Episodes without valid age or sex excluded from the standardised rate (included in the crude rate). No specification estimates an effect of Law 21.545. Adjusted APC: counts by age (and sex) with stratum fixed effects and log(population) offset.",,,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_pop:sin_rett:any:MUJER:crude:2019-2024,est_grd_pop,src_grd,sin_rett,out_f84_any,off_pop,panel_observed,act_all,pos_any,cov_none,MUJER,2019-2024,6,4,53.238253439652425,34.05456553921547,75.16719570707859,3.9805583094249575e-10,0.4268237362308036,0.06823951903815358,71.6545951703462,1.3259062278038483,"deviance residuals, chronological",fam_qp,True,place_vs_residence|unknown_excluded|not_causal_law|dw_weak,"Numerator by place of care (public network) and denominator by residence (INE): complementary reading, not prevalence. Episodes without valid age or sex excluded from the standardised rate (included in the crude rate). No specification estimates an effect of Law 21.545. Durbin–Watson with fewer than 8 points: weak, indicative only.",,,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_pop:sin_rett:any:MUJER:age_adjusted:2019-2024,est_grd_pop,src_grd,sin_rett,out_f84_any,off_pop,panel_observed,act_all,pos_any,cov_age,MUJER,2019-2024,102,84,54.88750522153665,48.253167125340404,61.81873034435157,1.9366048209856435e-85,0.43752889466632083,0.02233596124284952,7.676657904475139,1.1754448376351705,"deviance residuals, within stratum",fam_qp_age,True,place_vs_residence|unknown_excluded|not_causal_law|age_adj,"Numerator by place of care (public network) and denominator by residence (INE): complementary reading, not prevalence. Episodes without valid age or sex excluded from the standardised rate (included in the crude rate). No specification estimates an effect of Law 21.545. Adjusted APC: counts by age (and sex) with stratum fixed effects and log(population) offset.",,,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_pop:sin_rett:any:MUJER:crude:2021-2024,est_grd_pop,src_grd,sin_rett,out_f84_any,off_pop,panel_observed,act_all,pos_any,cov_none,MUJER,2021-2024,4,2,70.33932743243854,55.652481796426414,86.41197451695031,5.34742421386252e-31,0.5326223053340413,0.046004238112527476,13.27012069173613,2.7520506050457993,"deviance residuals, chronological",fam_qp,True,place_vs_residence|unknown_excluded|not_causal_law|dw_weak,"Numerator by place of care (public network) and denominator by residence (INE): complementary reading, not prevalence. Episodes without valid age or sex excluded from the standardised rate (included in the crude rate). No specification estimates an effect of Law 21.545. Durbin–Watson with fewer than 8 points: weak, indicative only.",,,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_pop:sin_rett:any:MUJER:age_adjusted:2021-2024,est_grd_pop,src_grd,sin_rett,out_f84_any,off_pop,panel_observed,act_all,pos_any,cov_age,MUJER,2021-2024,68,50,72.16024646093271,63.79274026050299,80.95521458612707,2.5137388100250445e-101,0.543255522565,0.02542080327152447,4.051555145595729,1.5286370155202365,"deviance residuals, within stratum",fam_qp_age,True,place_vs_residence|unknown_excluded|not_causal_law|age_adj,"Numerator by place of care (public network) and denominator by residence (INE): complementary reading, not prevalence. Episodes without valid age or sex excluded from the standardised rate (included in the crude rate). No specification estimates an effect of Law 21.545. Adjusted APC: counts by age (and sex) with stratum fixed effects and log(population) offset.",,,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_pop:sin_rett:any:TOTAL:crude:2019-2024,est_grd_pop,src_grd,sin_rett,out_f84_any,off_pop,panel_observed,act_all,pos_any,cov_none,TOTAL,2019-2024,6,4,40.40454927534471,25.14472324841257,57.525119281949124,7.431877695060663e-09,0.3393577073247229,0.05870364998953435,205.54672933417515,1.5541876407973412,"deviance residuals, chronological",fam_qp,True,place_vs_residence|unknown_excluded|not_causal_law|dw_weak,"Numerator by place of care (public network) and denominator by residence (INE): complementary reading, not prevalence. Episodes without valid age or sex excluded from the standardised rate (included in the crude rate). No specification estimates an effect of Law 21.545. Durbin–Watson with fewer than 8 points: weak, indicative only.",,,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_pop:sin_rett:any:TOTAL:age_adjusted:2019-2024,est_grd_pop,src_grd,sin_rett,out_f84_any,off_pop,panel_observed,act_all,pos_any,cov_age,TOTAL,2019-2024,102,84,42.066250687764416,37.89397614524492,46.36476624054981,6.24263597545395e-118,0.35112331694981325,0.015208647762659146,13.789702114146829,1.5209936800569595,"deviance residuals, within stratum",fam_qp_age,True,place_vs_residence|unknown_excluded|not_causal_law|age_adj,"Numerator by place of care (public network) and denominator by residence (INE): complementary reading, not prevalence. Episodes without valid age or sex excluded from the standardised rate (included in the crude rate). No specification estimates an effect of Law 21.545. Adjusted APC: counts by age (and sex) with stratum fixed effects and log(population) offset.",,,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_pop:sin_rett:any:TOTAL:crude:2021-2024,est_grd_pop,src_grd,sin_rett,out_f84_any,off_pop,panel_observed,act_all,pos_any,cov_none,TOTAL,2021-2024,4,2,52.02642070319368,41.28965595825025,63.579084647596716,3.668852732989978e-29,0.41888414016891473,0.03736917921156952,32.16795649120764,2.368421696948311,"deviance residuals, chronological",fam_qp,True,place_vs_residence|unknown_excluded|not_causal_law|dw_weak,"Numerator by place of care (public network) and denominator by residence (INE): complementary reading, not prevalence. Episodes without valid age or sex excluded from the standardised rate (included in the crude rate). No specification estimates an effect of Law 21.545. Durbin–Watson with fewer than 8 points: weak, indicative only.",,,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_pop:sin_rett:any:TOTAL:age_adjusted:2021-2024,est_grd_pop,src_grd,sin_rett,out_f84_any,off_pop,panel_observed,act_all,pos_any,cov_age,TOTAL,2021-2024,68,50,53.82375608942394,49.041194097127196,58.759785043312895,2.557330610530245e-157,0.4306373200751241,0.016114973605273992,5.978650319588926,1.7373155818286352,"deviance residuals, within stratum",fam_qp_age,True,place_vs_residence|unknown_excluded|not_causal_law|age_adj,"Numerator by place of care (public network) and denominator by residence (INE): complementary reading, not prevalence. Episodes without valid age or sex excluded from the standardised rate (included in the crude rate). No specification estimates an effect of Law 21.545. Adjusted APC: counts by age (and sex) with stratum fixed effects and log(population) offset.",,,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_pop:sin_rett:principal:HOMBRE:crude:2019-2024,est_grd_pop,src_grd,sin_rett,out_f84_principal,off_pop,panel_observed,act_all,pos_principal,cov_none,HOMBRE,2019-2024,6,4,11.88171896568846,1.4716628460194503,23.35975076817549,0.024249336202281445,0.11227204659739431,0.04982880177192089,8.503862002705237,1.8801200438955943,"deviance residuals, chronological",fam_qp,True,place_vs_residence|unknown_excluded|not_causal_law|principal_small|dw_weak,"Numerator by place of care (public network) and denominator by residence (INE): complementary reading, not prevalence. Episodes without valid age or sex excluded from the standardised rate (included in the crude rate). No specification estimates an effect of Law 21.545. Small numerator (principal F84): wide CI. Durbin–Watson with fewer than 8 points: weak, indicative only.",,,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_pop:sin_rett:principal:HOMBRE:age_adjusted:2019-2024,est_grd_pop,src_grd,sin_rett,out_f84_principal,off_pop,panel_observed,act_all,pos_principal,cov_age,HOMBRE,2019-2024,102,84,13.032996309565782,8.16923065736701,18.11545831539252,4.780803970238865e-08,0.12250959283926688,0.022440630493682574,1.7233692279165236,2.0428381035560377,"deviance residuals, within stratum",fam_qp_age,True,place_vs_residence|unknown_excluded|not_causal_law|principal_small|age_adj,"Numerator by place of care (public network) and denominator by residence (INE): complementary reading, not prevalence. Episodes without valid age or sex excluded from the standardised rate (included in the crude rate). No specification estimates an effect of Law 21.545. Small numerator (principal F84): wide CI. Adjusted APC: counts by age (and sex) with stratum fixed effects and log(population) offset.",,,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_pop:sin_rett:principal:HOMBRE:crude:2021-2024,est_grd_pop,src_grd,sin_rett,out_f84_principal,off_pop,panel_observed,act_all,pos_principal,cov_none,HOMBRE,2021-2024,4,2,17.451312482052785,4.249299764596581,32.32521307007925,0.008193220053045564,0.1608536998696568,0.060837210799942996,4.051451355908316,2.009620349556004,"deviance residuals, chronological",fam_qp,True,place_vs_residence|unknown_excluded|not_causal_law|principal_small|dw_weak,"Numerator by place of care (public network) and denominator by residence (INE): complementary reading, not prevalence. Episodes without valid age or sex excluded from the standardised rate (included in the crude rate). No specification estimates an effect of Law 21.545. Small numerator (principal F84): wide CI. Durbin–Watson with fewer than 8 points: weak, indicative only.",,,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_pop:sin_rett:principal:HOMBRE:age_adjusted:2021-2024,est_grd_pop,src_grd,sin_rett,out_f84_principal,off_pop,panel_observed,act_all,pos_principal,cov_age,HOMBRE,2021-2024,68,50,18.444504936974383,9.475037448748358,28.148855453306343,2.519106550243358e-05,0.16927435212627318,0.04017828081144025,1.7649076605637608,2.1468446512778554,"deviance residuals, within stratum",fam_qp_age,True,place_vs_residence|unknown_excluded|not_causal_law|principal_small|age_adj,"Numerator by place of care (public network) and denominator by residence (INE): complementary reading, not prevalence. Episodes without valid age or sex excluded from the standardised rate (included in the crude rate). No specification estimates an effect of Law 21.545. Small numerator (principal F84): wide CI. Adjusted APC: counts by age (and sex) with stratum fixed effects and log(population) offset.",,,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_pop:sin_rett:principal:MUJER:crude:2019-2024,est_grd_pop,src_grd,sin_rett,out_f84_principal,off_pop,panel_observed,act_all,pos_principal,cov_none,MUJER,2019-2024,6,4,34.185157144327704,21.384479465492355,48.3357384497137,9.005199596770934e-09,0.2940504299312985,0.0511527724518628,2.63464201167048,1.5894064173645195,"deviance residuals, chronological",fam_qp,True,place_vs_residence|unknown_excluded|not_causal_law|principal_small|dw_weak,"Numerator by place of care (public network) and denominator by residence (INE): complementary reading, not prevalence. Episodes without valid age or sex excluded from the standardised rate (included in the crude rate). No specification estimates an effect of Law 21.545. Small numerator (principal F84): wide CI. Durbin–Watson with fewer than 8 points: weak, indicative only.",,,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_pop:sin_rett:principal:MUJER:age_adjusted:2019-2024,est_grd_pop,src_grd,sin_rett,out_f84_principal,off_pop,panel_observed,act_all,pos_principal,cov_age,MUJER,2019-2024,102,84,35.44982441810929,27.296406449633825,44.125474132340734,9.766897419882789e-22,0.3034310862565268,0.03167558004071896,1.0097416188550898,1.6744609129162173,"deviance residuals, within stratum",fam_qp_age,True,place_vs_residence|unknown_excluded|not_causal_law|principal_small|age_adj,"Numerator by place of care (public network) and denominator by residence (INE): complementary reading, not prevalence. Episodes without valid age or sex excluded from the standardised rate (included in the crude rate). No specification estimates an effect of Law 21.545. Small numerator (principal F84): wide CI. Adjusted APC: counts by age (and sex) with stratum fixed effects and log(population) offset.",,,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_pop:sin_rett:principal:MUJER:crude:2021-2024,est_grd_pop,src_grd,sin_rett,out_f84_principal,off_pop,panel_observed,act_all,pos_principal,cov_none,MUJER,2021-2024,4,2,45.07426738709022,27.107688982460143,65.58040844252318,3.47127310123096e-08,0.37207561418501633,0.06745589679996508,1.69229776024053,1.9540202920301002,"deviance residuals, chronological",fam_qp,True,place_vs_residence|unknown_excluded|not_causal_law|principal_small|dw_weak,"Numerator by place of care (public network) and denominator by residence (INE): complementary reading, not prevalence. Episodes without valid age or sex excluded from the standardised rate (included in the crude rate). No specification estimates an effect of Law 21.545. Small numerator (principal F84): wide CI. Durbin–Watson with fewer than 8 points: weak, indicative only.",,,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_pop:sin_rett:principal:MUJER:age_adjusted:2021-2024,est_grd_pop,src_grd,sin_rett,out_f84_principal,off_pop,panel_observed,act_all,pos_principal,cov_age,MUJER,2021-2024,68,50,46.44447891028478,31.725124882078614,62.808616977994625,1.6854197565415288e-12,0.3814761870890724,0.054046405835187716,1.0861444034725651,1.6486016780098587,"deviance residuals, within stratum",fam_qp_age,True,place_vs_residence|unknown_excluded|not_causal_law|principal_small|age_adj,"Numerator by place of care (public network) and denominator by residence (INE): complementary reading, not prevalence. Episodes without valid age or sex excluded from the standardised rate (included in the crude rate). No specification estimates an effect of Law 21.545. Small numerator (principal F84): wide CI. Adjusted APC: counts by age (and sex) with stratum fixed effects and log(population) offset.",,,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_pop:sin_rett:principal:TOTAL:crude:2019-2024,est_grd_pop,src_grd,sin_rett,out_f84_principal,off_pop,panel_observed,act_all,pos_principal,cov_none,TOTAL,2019-2024,6,4,16.877051483622218,5.942047910486803,28.940731587963796,0.001860279776004531,0.15595235426775678,0.05011842781239329,11.241127304947955,1.7659141206332956,"deviance residuals, chronological",fam_qp,True,place_vs_residence|unknown_excluded|not_causal_law|principal_small|dw_weak,"Numerator by place of care (public network) and denominator by residence (INE): complementary reading, not prevalence. Episodes without valid age or sex excluded from the standardised rate (included in the crude rate). No specification estimates an effect of Law 21.545. Small numerator (principal F84): wide CI. Durbin–Watson with fewer than 8 points: weak, indicative only.",,,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_pop:sin_rett:principal:TOTAL:age_adjusted:2019-2024,est_grd_pop,src_grd,sin_rett,out_f84_principal,off_pop,panel_observed,act_all,pos_principal,cov_age,TOTAL,2019-2024,102,84,18.05213265725247,13.438682679353043,22.853207528141372,3.365020403341259e-16,0.16595614309183138,0.020339087435302185,1.8501185142979706,1.9549123104191142,"deviance residuals, within stratum",fam_qp_age,True,place_vs_residence|unknown_excluded|not_causal_law|principal_small|age_adj,"Numerator by place of care (public network) and denominator by residence (INE): complementary reading, not prevalence. Episodes without valid age or sex excluded from the standardised rate (included in the crude rate). No specification estimates an effect of Law 21.545. Small numerator (principal F84): wide CI. Adjusted APC: counts by age (and sex) with stratum fixed effects and log(population) offset.",,,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_pop:sin_rett:principal:TOTAL:crude:2021-2024,est_grd_pop,src_grd,sin_rett,out_f84_principal,off_pop,panel_observed,act_all,pos_principal,cov_none,TOTAL,2021-2024,4,2,24.167291098040877,10.51890760525902,39.501163309471444,0.00026902440423399527,0.21645959212827837,0.059410868344910904,5.2111952153833565,1.9970179448940943,"deviance residuals, chronological",fam_qp,True,place_vs_residence|unknown_excluded|not_causal_law|principal_small|dw_weak,"Numerator by place of care (public network) and denominator by residence (INE): complementary reading, not prevalence. Episodes without valid age or sex excluded from the standardised rate (included in the crude rate). No specification estimates an effect of Law 21.545. Small numerator (principal F84): wide CI. Durbin–Watson with fewer than 8 points: weak, indicative only.",,,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
