era,definition,window,position,code,patients
2019-2020,autismo_F840,all,any,M2555,2
2019-2020,autismo_F840,730d,any,G809,2
2019-2020,autismo_F840,730d,any,G919,2
2019-2020,autismo_F840,730d,any,Q798,2
2019-2020,autismo_F840,730d,any,G934,2
2019-2020,autismo_F840,365d,principal,Z048,2
2019-2020,autismo_F840,365d,principal,T850,2
2019-2020,autismo_F840,365d,principal,T827,2
2019-2020,autismo_F840,730d,any,B970,2
2019-2020,autismo_F840,730d,any,B978,2
2019-2020,autismo_F840,all,any,K851,2
2019-2020,autismo_F840,365d,any,E109,2
2019-2020,autismo_F840,all,any,F459,2
2019-2020,autismo_F840,365d,any,F988,2
2019-2020,autismo_F840,730d,any,E031,2
2019-2020,autismo_F840,all,any,K297,2
2019-2020,autismo_F840,all,any,H902,2
2019-2020,autismo_F840,all,any,E660,2
2019-2020,autismo_F840,all,principal,K358,2
2019-2020,autismo_F840,all,any,F600,2
2019-2020,autismo_F840,730d,any,D695,2
2019-2020,autismo_F840,730d,any,G402,2
2019-2020,autismo_F840,all,any,K429,2
2019-2020,autismo_F840,730d,any,L031,2
2019-2020,autismo_F840,730d,any,P271,2
2019-2020,autismo_F840,730d,any,D66,2
2019-2020,autismo_F840,all,any,E441,2
2019-2020,autismo_F840,730d,any,G404,2
2019-2020,autismo_F840,730d,any,D480,2
2019-2020,autismo_F840,all,any,K564,2
2019-2020,autismo_F840,365d,any,F459,2
2019-2020,autismo_F840,all,any,E109,2
2019-2020,autismo_F840,all,any,E031,2
2019-2020,autismo_F840,365d,any,F431,2
2019-2020,autismo_F840,730d,any,N288,2
2019-2020,autismo_F840,730d,any,J90,2
2019-2020,autismo_F840,365d,any,I517,2
2019-2020,autismo_F840,all,principal,T391,2
2019-2020,autismo_F840,all,any,T391,2
2019-2020,autismo_F840,365d,any,J189,2
2019-2020,autismo_F840,365d,any,T850,2
2019-2020,autismo_F840,730d,principal,N179,2
2019-2020,autismo_F840,all,any,T424,2
2019-2020,autismo_F840,730d,any,Z031,2
2019-2020,autismo_F840,730d,any,Z752,2
2019-2020,autismo_F840,365d,any,Q02,2
2019-2020,autismo_F840,365d,any,Q828,2
2019-2020,autismo_F840,all,any,Z992,2
2019-2020,autismo_F840,all,any,Y752,2
2019-2020,autismo_F840,all,any,Z991,2
2019-2020,autismo_F840,all,any,Y712,2
2019-2020,autismo_F840,730d,principal,Q665,2
2019-2020,autismo_F840,365d,any,Z615,2
2019-2020,autismo_F840,all,any,Z659,2
2019-2020,autismo_F840,365d,any,H902,2
2019-2020,autismo_F840,all,any,T310,2
2019-2020,autismo_F840,365d,any,Y712,2
2019-2020,autismo_F840,all,principal,F918,2
2019-2020,autismo_F840,730d,principal,K851,2
2019-2020,autismo_F840,730d,principal,J189,2
2019-2020,autismo_F840,365d,any,Z905,2
2019-2020,autismo_F840,730d,any,Z944,2
2019-2020,autismo_F840,365d,any,Z904,2
2019-2020,autismo_F840,730d,principal,J351,2
2019-2020,autismo_F840,730d,any,Y712,2
2019-2020,autismo_F840,730d,any,Y752,2
2019-2020,autismo_F840,all,principal,Z048,2
2019-2020,autismo_F840,365d,any,J039,2
2019-2020,autismo_F840,730d,any,Z948,2
2019-2020,autismo_F840,365d,any,Z870,2
2019-2020,autismo_F840,365d,any,Q665,2
2019-2020,autismo_F840,730d,principal,N10,2
2019-2020,autismo_F840,365d,any,M2555,2
2019-2020,autismo_F840,730d,any,Z736,2
2019-2020,autismo_F840,365d,any,Y752,2
2019-2020,autismo_F840,730d,any,Z968,2
2019-2020,autismo_F840,all,any,Z930,2
2019-2020,autismo_F840,365d,any,N288,2
2019-2020,autismo_F840,all,any,Z926,2
2019-2020,autismo_F840,365d,any,J42,2
2019-2020,autismo_F840,all,any,X7899,2
2019-2020,autismo_F840,730d,any,Z515,2
2019-2020,autismo_F840,all,any,Z921,2
2019-2020,autismo_F840,730d,any,Z659,2
2019-2020,autismo_F840,all,any,W1809,2
2019-2020,autismo_F840,730d,any,Z530,2
2019-2020,autismo_F840,365d,any,Z031,2
2019-2020,autismo_F840,730d,any,Z992,2
2019-2020,autismo_F840,all,any,Z752,2
2019-2020,autismo_F840,365d,any,J351,2
2019-2020,autismo_F840,730d,any,Z982,2
2019-2020,autismo_F840,730d,any,Z991,2
2019-2020,autismo_F840,365d,any,N26,2
2019-2020,autismo_F840,730d,any,Z604,2
2019-2020,autismo_F840,365d,any,Z604,2
2019-2020,autismo_F840,365d,any,W1809,2
2019-2020,autismo_F840,730d,principal,K010,2
2019-2020,autismo_F840,730d,any,Z208,2
2019-2020,autismo_F840,365d,any,B978,2
2019-2020,autismo_F840,all,any,Z982,2
2019-2020,autismo_F840,730d,principal,D649,2
2019-2020,autismo_F840,365d,any,M8698,2
2019-2020,autismo_F840,all,any,Z968,2
2019-2020,autismo_F840,365d,any,Z515,2
2019-2020,autismo_F840,all,any,Z736,2
2019-2020,autismo_F840,365d,any,H521,2
2019-2020,autismo_F840,730d,principal,D480,2
2019-2020,autismo_F840,all,any,Z948,2
2019-2020,autismo_F840,365d,any,R441,2
2019-2020,autismo_F840,all,any,Z944,2
2019-2020,autismo_F840,all,any,Y433,2
2019-2020,autismo_F840,all,principal,F711,2
2019-2020,autismo_F840,365d,any,Q798,2
2019-2020,autismo_F840,730d,principal,J129,2
2019-2020,autismo_F840,365d,any,R628,2
2019-2020,autismo_F840,730d,principal,T391,2
2019-2020,autismo_F840,all,any,R590,2
2019-2020,autismo_F840,365d,any,G919,2
2019-2020,autismo_F840,365d,any,R590,2
2019-2020,autismo_F840,all,any,R628,2
2019-2020,autismo_F840,365d,any,I151,2
2019-2020,autismo_F840,all,any,R730,2
2019-2020,autismo_F840,365d,any,K358,2
2019-2020,autismo_F840,all,any,Z031,2
2019-2020,autismo_F840,730d,principal,N47,2
2019-2020,autismo_F840,365d,any,R263,2
2019-2020,autismo_F840,365d,any,K429,2
2019-2020,autismo_F840,365d,any,R730,2
2019-2020,autismo_F840,730d,any,Z921,2
2019-2020,autismo_F840,365d,any,Z991,2
2019-2020,autismo_F840,730d,any,X5999,2
2019-2020,autismo_F840,365d,any,R568,2
2019-2020,autismo_F840,730d,principal,F918,2
2019-2020,autismo_F840,365d,any,X5999,2
2019-2020,autismo_F840,all,principal,F323,2
2019-2020,autismo_F840,365d,any,K001,2
2019-2020,autismo_F840,all,any,R263,2
2019-2020,autismo_F840,365d,any,K010,2
2019-2020,autismo_F840,730d,any,W1809,2
2019-2020,autismo_F840,all,any,Z530,2
2019-2020,autismo_F840,730d,principal,G408,2
2019-2020,autismo_F840,all,any,R440,2
2019-2020,autismo_F840,all,any,R441,2
2019-2020,autismo_F840,365d,principal,D649,2
2019-2020,autismo_F840,365d,any,R440,2
2019-2020,autismo_F840,365d,principal,D480,2
2019-2020,autismo_F840,all,any,X5999,2
2019-2020,autismo_F840,all,any,Z515,2
2019-2020,autismo_F840,all,principal,J129,2
2019-2020,autismo_F840,all,principal,J121,2
2019-2020,autismo_F840,730d,principal,F711,2
2019-2020,autismo_F840,365d,any,Z982,2
2019-2020,autismo_F840,730d,any,X7899,2
2019-2020,autismo_F840,365d,any,B970,2
2019-2020,autismo_F840,365d,any,T310,2
2019-2020,autismo_F840,all,principal,D649,2
2019-2020,autismo_F840,365d,any,Q999,2
2019-2020,autismo_F840,365d,any,K851,2
2019-2020,autismo_F840,365d,any,T391,2
2019-2020,autismo_F840,all,principal,D480,2
2019-2020,autismo_F840,365d,any,T424,2
2019-2020,autismo_F840,730d,any,Z930,2
2019-2020,autismo_F840,all,principal,T827,2
2019-2020,autismo_F840,365d,any,L031,2
2019-2020,autismo_F840,730d,any,Y433,2
2019-2020,autismo_F840,365d,any,I828,2
2019-2020,autismo_F840,365d,any,Z911,2
2019-2020,autismo_F840,365d,any,Y433,2
2019-2020,autismo_F840,730d,principal,J121,2
2019-2020,autismo_F840,730d,principal,K358,2
2019-2020,autismo_F840,365d,any,N433,2
2019-2020,autismo_F840,365d,any,G934,2
2019-2020,autismo_F840,365d,any,Z926,2
2019-2020,autismo_F840,all,principal,G408,2
2019-2020,autismo_F840,all,any,Z208,2
2019-2020,autismo_F840,365d,any,B968,2
2019-2020,autismo_F840,365d,any,J129,2
2019-2020,autismo_F840,all,any,Z604,2
2019-2020,autismo_F840,365d,any,Z948,2
2019-2020,autismo_F840,365d,any,Z944,2
2019-2020,autismo_F840,365d,any,K564,2
2019-2020,autismo_F840,365d,any,R040,2
2019-2020,autismo_F840,730d,any,Z926,2
2019-2020,autismo_F840,365d,any,X7899,2
2019-2020,autismo_F840,730d,principal,F323,2
2019-2020,autismo_F840,365d,any,Z928,2
2019-2020,autismo_F840,730d,principal,K561,1
2019-2020,autismo_F840,all,any,F348,1
2019-2020,autismo_F840,730d,principal,K635,1
2019-2020,autismo_F840,730d,principal,K564,1
2019-2020,autismo_F840,all,principal,Q643,1
2019-2020,autismo_F840,all,principal,Z098,1
2019-2020,autismo_F840,all,any,F231,1
2019-2020,autismo_F840,730d,principal,K639,1
2019-2020,autismo_F840,730d,principal,K858,1
2019-2020,autismo_F840,all,any,F141,1
2019-2020,autismo_F840,730d,principal,L022,1
2019-2020,autismo_F840,all,any,F147,1
2019-2020,autismo_F840,730d,principal,K918,1
2019-2020,autismo_F840,all,principal,T814,1
2019-2020,autismo_F840,730d,principal,K859,1
2019-2020,autismo_F840,all,principal,T824,1
2019-2020,autismo_F840,all,any,F191,1
2019-2020,autismo_F840,all,any,F208,1
2019-2020,autismo_F840,all,any,F21,1
2019-2020,autismo_F840,730d,principal,K800,1
2019-2020,autismo_F840,730d,principal,K501,1
2019-2020,autismo_F840,all,any,F239,1
2019-2020,autismo_F840,all,any,F29,1
2019-2020,autismo_F840,all,any,F313,1
2019-2020,autismo_F840,730d,principal,K801,1
2019-2020,autismo_F840,all,any,F316,1
2019-2020,autismo_F840,all,any,F320,1
2019-2020,autismo_F840,all,principal,Z031,1
2019-2020,autismo_F840,all,any,F321,1
2019-2020,autismo_F840,730d,principal,K559,1
2019-2020,autismo_F840,730d,principal,T781,1
2019-2020,autismo_F840,730d,principal,K429,1
2019-2020,autismo_F840,730d,principal,J00,1
2019-2020,autismo_F840,730d,principal,I151,1
2019-2020,autismo_F840,730d,principal,I270,1
2019-2020,autismo_F840,all,any,F909,1
2019-2020,autismo_F840,730d,principal,I471,1
2019-2020,autismo_F840,all,principal,N922,1
2019-2020,autismo_F840,730d,principal,I615,1
2019-2020,autismo_F840,730d,principal,I880,1
2019-2020,autismo_F840,all,principal,N938,1
2019-2020,autismo_F840,730d,principal,J039,1
2019-2020,autismo_F840,all,any,F349,1
2019-2020,autismo_F840,all,principal,P351,1
2019-2020,autismo_F840,730d,principal,J050,1
2019-2020,autismo_F840,730d,principal,J100,1
2019-2020,autismo_F840,all,any,F842,1
2019-2020,autismo_F840,730d,principal,J14,1
2019-2020,autismo_F840,all,principal,P398,1
2019-2020,autismo_F840,all,principal,Z452,1
2019-2020,autismo_F840,730d,principal,J219,1
2019-2020,autismo_F840,730d,principal,H669,1
2019-2020,autismo_F840,all,any,F910,1
2019-2020,autismo_F840,all,any,F911,1
2019-2020,autismo_F840,730d,principal,H664,1
2019-2020,autismo_F840,all,any,F952,1
2019-2020,autismo_F840,all,principal,Z513,1
2019-2020,autismo_F840,730d,principal,G419,1
2019-2020,autismo_F840,730d,principal,G808,1
2019-2020,autismo_F840,730d,principal,G901,1
2019-2020,autismo_F840,730d,principal,G934,1
2019-2020,autismo_F840,730d,principal,H024,1
2019-2020,autismo_F840,all,principal,Z480,1
2019-2020,autismo_F840,all,principal,N831,1
2019-2020,autismo_F840,all,principal,Z478,1
2019-2020,autismo_F840,all,any,F938,1
2019-2020,autismo_F840,all,any,F920,1
2019-2020,autismo_F840,730d,principal,H050,1
2019-2020,autismo_F840,all,principal,N832,1
2019-2020,autismo_F840,all,principal,N921,1
2019-2020,autismo_F840,730d,principal,H169,1
2019-2020,autismo_F840,730d,principal,H471,1
2019-2020,autismo_F840,all,principal,Z139,1
2019-2020,autismo_F840,all,principal,Q211,1
2019-2020,autismo_F840,730d,principal,J46,1
2019-2020,autismo_F840,all,principal,Z138,1
2019-2020,autismo_F840,all,principal,Q542,1
2019-2020,autismo_F840,730d,principal,K122,1
2019-2020,autismo_F840,all,principal,Z133,1
2019-2020,autismo_F840,all,any,F601,1
2019-2020,autismo_F840,730d,principal,K134,1
2019-2020,autismo_F840,all,any,F518,1
2019-2020,autismo_F840,all,any,F510,1
2019-2020,autismo_F840,all,any,F502,1
2019-2020,autismo_F840,730d,principal,K221,1
2019-2020,autismo_F840,730d,principal,K222,1
2019-2020,autismo_F840,all,any,F430,1
2019-2020,autismo_F840,730d,principal,K295,1
2019-2020,autismo_F840,all,any,F429,1
2019-2020,autismo_F840,all,principal,Q641,1
2019-2020,autismo_F840,all,any,F412,1
2019-2020,autismo_F840,730d,principal,K353,1
2019-2020,autismo_F840,all,any,F411,1
2019-2020,autismo_F840,730d,principal,K044,1
2019-2020,autismo_F840,730d,principal,K021,1
2019-2020,autismo_F840,all,principal,Q230,1
2019-2020,autismo_F840,all,principal,Q539,1
2019-2020,autismo_F840,all,any,F808,1
2019-2020,autismo_F840,all,any,F802,1
2019-2020,autismo_F840,730d,principal,J690,1
2019-2020,autismo_F840,730d,principal,J90,1
2019-2020,autismo_F840,all,any,F800,1
2019-2020,autismo_F840,730d,principal,J960,1
2019-2020,autismo_F840,all,principal,Q234,1
2019-2020,autismo_F840,all,principal,Q279,1
2019-2020,autismo_F840,all,any,F791,1
2019-2020,autismo_F840,all,any,F789,1
2019-2020,autismo_F840,730d,principal,K001,1
2019-2020,autismo_F840,all,any,F728,1
2019-2020,autismo_F840,all,any,F720,1
2019-2020,autismo_F840,all,principal,Q282,1
2019-2020,autismo_F840,all,any,F718,1
2019-2020,autismo_F840,all,principal,Q375,1
2019-2020,autismo_F840,all,any,F710,1
2019-2020,autismo_F840,all,any,F639,1
2019-2020,autismo_F840,all,any,E833,1
2019-2020,autismo_F840,730d,principal,L059,1
2019-2020,autismo_F840,all,any,B976,1
2019-2020,autismo_F840,all,principal,T251,1
2019-2020,autismo_F840,all,principal,T243,1
2019-2020,autismo_F840,all,principal,S099,1
2019-2020,autismo_F840,730d,principal,R522,1
2019-2020,autismo_F840,all,principal,T182,1
2019-2020,autismo_F840,all,any,B971,1
2019-2020,autismo_F840,730d,principal,R568,1
2019-2020,autismo_F840,730d,principal,R620,1
2019-2020,autismo_F840,730d,principal,S011,1
2019-2020,autismo_F840,all,any,B964,1
2019-2020,autismo_F840,all,principal,S398,1
2019-2020,autismo_F840,all,principal,S519,1
2019-2020,autismo_F840,all,any,B950,1
2019-2020,autismo_F840,730d,principal,S0220,1
2019-2020,autismo_F840,all,any,B850,1
2019-2020,autismo_F840,all,any,B448,1
2019-2020,autismo_F840,all,any,B431,1
2019-2020,autismo_F840,730d,principal,S0690,1
2019-2020,autismo_F840,all,any,B356,1
2019-2020,autismo_F840,730d,principal,R451,1
2019-2020,autismo_F840,all,any,C061,1
2019-2020,autismo_F840,all,any,B348,1
2019-2020,autismo_F840,all,principal,S0690,1
2019-2020,autismo_F840,all,any,C911,1
2019-2020,autismo_F840,730d,principal,Q539,1
2019-2020,autismo_F840,730d,principal,Q542,1
2019-2020,autismo_F840,730d,principal,Q641,1
2019-2020,autismo_F840,all,principal,S011,1
2019-2020,autismo_F840,all,principal,S0220,1
2019-2020,autismo_F840,730d,principal,Q643,1
2019-2020,autismo_F840,all,any,C837,1
2019-2020,autismo_F840,730d,principal,Q647,1
2019-2020,autismo_F840,all,any,C786,1
2019-2020,autismo_F840,all,any,C760,1
2019-2020,autismo_F840,730d,principal,Q668,1
2019-2020,autismo_F840,all,any,C73,1
2019-2020,autismo_F840,all,any,C717,1
2019-2020,autismo_F840,730d,principal,Q680,1
2019-2020,autismo_F840,730d,principal,Q828,1
2019-2020,autismo_F840,730d,principal,Q870,1
2019-2020,autismo_F840,730d,principal,R11,1
2019-2020,autismo_F840,all,any,C310,1
2019-2020,autismo_F840,all,any,B351,1
2019-2020,autismo_F840,all,any,B259,1
2019-2020,autismo_F840,730d,principal,Q375,1
2019-2020,autismo_F840,730d,principal,S7240,1
2019-2020,autismo_F840,730d,principal,S7290,1
2019-2020,autismo_F840,730d,principal,S8230,1
2019-2020,autismo_F840,730d,principal,T182,1
2019-2020,autismo_F840,730d,principal,Z139,1
2019-2020,autismo_F840,730d,principal,T243,1
2019-2020,autismo_F840,all,principal,S7240,1
2019-2020,autismo_F840,730d,principal,T251,1
2019-2020,autismo_F840,730d,principal,Z138,1
2019-2020,autismo_F840,730d,principal,Z133,1
2019-2020,autismo_F840,730d,principal,T424,1
2019-2020,autismo_F840,730d,principal,Z098,1
2019-2020,autismo_F840,730d,principal,T439,1
2019-2020,autismo_F840,730d,principal,Z031,1
2019-2020,autismo_F840,730d,principal,T509,1
2019-2020,autismo_F840,730d,principal,T634,1
2019-2020,autismo_F840,all,principal,S7290,1
2019-2020,autismo_F840,730d,principal,T751,1
2019-2020,autismo_F840,730d,principal,T824,1
2019-2020,autismo_F840,730d,principal,T814,1
2019-2020,autismo_F840,730d,principal,Z452,1
2019-2020,autismo_F840,730d,principal,Z478,1
2019-2020,autismo_F840,730d,principal,S099,1
2019-2020,autismo_F840,all,principal,S7231,1
2019-2020,autismo_F840,all,any,B24,1
2019-2020,autismo_F840,730d,principal,S398,1
2019-2020,autismo_F840,all,any,B179,1
2019-2020,autismo_F840,all,any,A499,1
2019-2020,autismo_F840,all,any,A498,1
2019-2020,autismo_F840,all,any,A492,1
2019-2020,autismo_F840,all,principal,S8230,1
2019-2020,autismo_F840,730d,principal,S519,1
2019-2020,autismo_F840,all,any,A490,1
2019-2020,autismo_F840,all,any,A419,1
2019-2020,autismo_F840,730d,principal,S5240,1
2019-2020,autismo_F840,all,principal,S5240,1
2019-2020,autismo_F840,730d,principal,S611,1
2019-2020,autismo_F840,all,any,A083,1
2019-2020,autismo_F840,all,any,A080,1
2019-2020,autismo_F840,all,any,A047,1
2019-2020,autismo_F840,730d,principal,S7231,1
2019-2020,autismo_F840,all,principal,S611,1
2019-2020,autismo_F840,730d,principal,Z513,1
2019-2020,autismo_F840,all,any,C920,1
2019-2020,autismo_F840,730d,principal,Q282,1
2019-2020,autismo_F840,all,any,F121,1
2019-2020,autismo_F840,all,principal,T781,1
2019-2020,autismo_F840,730d,principal,M8793,1
2019-2020,autismo_F840,all,any,E782,1
2019-2020,autismo_F840,all,any,E749,1
2019-2020,autismo_F840,all,any,E739,1
2019-2020,autismo_F840,all,principal,Q828,1
2019-2020,autismo_F840,all,principal,Q870,1
2019-2020,autismo_F840,730d,principal,N131,1
2019-2020,autismo_F840,all,principal,T751,1
2019-2020,autismo_F840,730d,principal,N185,1
2019-2020,autismo_F840,730d,principal,N258,1
2019-2020,autismo_F840,730d,principal,N311,1
2019-2020,autismo_F840,all,any,E43,1
2019-2020,autismo_F840,all,any,E348,1
2019-2020,autismo_F840,all,principal,R11,1
2019-2020,autismo_F840,all,any,E230,1
2019-2020,autismo_F840,all,any,E213,1
2019-2020,autismo_F840,all,any,E162,1
2019-2020,autismo_F840,all,any,E149,1
2019-2020,autismo_F840,all,any,E119,1
2019-2020,autismo_F840,730d,principal,T810,1
2019-2020,autismo_F840,all,principal,Q680,1
2019-2020,autismo_F840,all,any,E108,1
2019-2020,autismo_F840,730d,principal,M8698,1
2019-2020,autismo_F840,730d,principal,L600,1
2019-2020,autismo_F840,all,any,F101,1
2019-2020,autismo_F840,all,any,F067,1
2019-2020,autismo_F840,all,any,F063,1
2019-2020,autismo_F840,730d,principal,L923,1
2019-2020,autismo_F840,all,principal,T810,1
2019-2020,autismo_F840,730d,principal,M2106,1
2019-2020,autismo_F840,730d,principal,M2117,1
2019-2020,autismo_F840,730d,principal,M2176,1
2019-2020,autismo_F840,730d,principal,M2389,1
2019-2020,autismo_F840,all,any,F061,1
2019-2020,autismo_F840,all,any,E880,1
2019-2020,autismo_F840,730d,principal,M359,1
2019-2020,autismo_F840,730d,principal,M8565,1
2019-2020,autismo_F840,all,principal,Q647,1
2019-2020,autismo_F840,all,any,E871,1
2019-2020,autismo_F840,730d,principal,M8695,1
2019-2020,autismo_F840,all,principal,Q668,1
2019-2020,autismo_F840,all,any,E834,1
2019-2020,autismo_F840,730d,principal,N359,1
2019-2020,autismo_F840,all,principal,R451,1
2019-2020,autismo_F840,730d,principal,Q279,1
2019-2020,autismo_F840,all,any,D619,1
2019-2020,autismo_F840,all,any,D580,1
2019-2020,autismo_F840,all,any,D509,1
2019-2020,autismo_F840,730d,principal,N938,1
2019-2020,autismo_F840,730d,principal,P351,1
2019-2020,autismo_F840,730d,principal,P398,1
2019-2020,autismo_F840,all,any,D469,1
2019-2020,autismo_F840,730d,principal,Q211,1
2019-2020,autismo_F840,all,any,D444,1
2019-2020,autismo_F840,all,principal,T439,1
2019-2020,autismo_F840,all,any,D443,1
2019-2020,autismo_F840,730d,principal,Q230,1
2019-2020,autismo_F840,all,principal,T424,1
2019-2020,autismo_F840,all,any,D410,1
2019-2020,autismo_F840,all,principal,R568,1
2019-2020,autismo_F840,all,any,D150,1
2019-2020,autismo_F840,all,any,C966,1
2019-2020,autismo_F840,all,any,C950,1
2019-2020,autismo_F840,all,principal,R620,1
2019-2020,autismo_F840,730d,principal,Q234,1
2019-2020,autismo_F840,all,any,D610,1
2019-2020,autismo_F840,730d,principal,N922,1
2019-2020,autismo_F840,all,any,E038,1
2019-2020,autismo_F840,all,principal,R522,1
2019-2020,autismo_F840,all,any,DESCONOCIDO,1
2019-2020,autismo_F840,all,any,D849,1
2019-2020,autismo_F840,all,any,D848,1
2019-2020,autismo_F840,all,principal,T634,1
2019-2020,autismo_F840,all,any,D839,1
2019-2020,autismo_F840,730d,principal,N44,1
2019-2020,autismo_F840,all,principal,T509,1
2019-2020,autismo_F840,all,any,D838,1
2019-2020,autismo_F840,all,any,D821,1
2019-2020,autismo_F840,all,any,D801,1
2019-2020,autismo_F840,730d,principal,N480,1
2019-2020,autismo_F840,730d,principal,N831,1
2019-2020,autismo_F840,all,any,D698,1
2019-2020,autismo_F840,730d,principal,N832,1
2019-2020,autismo_F840,730d,principal,N921,1
2019-2020,autismo_F840,all,any,D689,1
2019-2020,autismo_F840,all,any,D688,1
2019-2020,autismo_F840,all,any,D684,1
2019-2020,autismo_F840,all,any,D682,1
2019-2020,autismo_F840,730d,principal,Z480,1
2019-2020,autismo_F840,all,any,J206,1
2019-2020,autismo_F840,all,any,F99,1
2019-2020,autismo_F840,all,principal,H669,1
2019-2020,autismo_F840,all,any,U832,1
2019-2020,autismo_F840,all,any,U820,1
2019-2020,autismo_F840,all,any,U071,1
2019-2020,autismo_F840,all,any,T887,1
2019-2020,autismo_F840,all,principal,H471,1
2019-2020,autismo_F840,all,any,T860,1
2019-2020,autismo_F840,all,any,T843,1
2019-2020,autismo_F840,all,principal,H664,1
2019-2020,autismo_F840,all,any,T824,1
2019-2020,autismo_F840,all,any,T823,1
2019-2020,autismo_F840,all,any,T809,1
2019-2020,autismo_F840,all,any,T808,1
2019-2020,autismo_F840,all,any,T788,1
2019-2020,autismo_F840,all,any,W0109,1
2019-2020,autismo_F840,all,any,T781,1
2019-2020,autismo_F840,all,any,T751,1
2019-2020,autismo_F840,all,any,T634,1
2019-2020,autismo_F840,all,any,T509,1
2019-2020,autismo_F840,all,any,T439,1
2019-2020,autismo_F840,all,principal,I151,1
2019-2020,autismo_F840,all,any,T360,1
2019-2020,autismo_F840,all,principal,I270,1
2019-2020,autismo_F840,all,any,T251,1
2019-2020,autismo_F840,all,any,T243,1
