year,definition,role,variable,value,records
2020,autismo_F840,principal,ESPECIALIDAD_MEDICA,CIRUGÍA PEDIÁTRICA,2
2020,autismo_F840,principal,ESPECIALIDAD_MEDICA,MEDICINA INTERNA,1
2020,autismo_F840,principal,ESPECIALIDAD_MEDICA,NEUROLOGÍA PEDIÁTRICA,12
2020,autismo_F840,principal,ESPECIALIDAD_MEDICA,PEDIATRÍA,32
2020,autismo_F840,principal,ESPECIALIDAD_MEDICA,PSIQUIATRÍA ADULTO,28
2020,autismo_F840,principal,ESPECIALIDAD_MEDICA,PSIQUIATRÍA PEDIÁTRICA Y DE LA ADOLESCENCIA,39
2020,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,CARDIOLOGÍA,1
2020,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,CARDIOLOGÍA PEDIÁTRICA,3
2020,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,"CIRUGÍA DE CABEZA, CUELLO Y MAXILOFACIAL",9
2020,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,CIRUGÍA DE TÓRAX,1
2020,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,CIRUGÍA GENERAL,31
2020,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,CIRUGÍA PEDIÁTRICA,181
2020,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,CIRUGÍA PLÁSTICA Y REPARADORA,4
2020,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,CIRUGÍA Y TRAUMATOLOGÍA BUCO MAXILOFACIAL,7
2020,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,CIRUJANO DENTISTA,5
2020,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,ENDOCRINOLOGÍA PEDIÁTRICA,2
2020,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,ENFERMEDADES RESPIRATORIAS DEL ADULTO (BRONCOPULMONAR),1
2020,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,ENFERMEDADES RESPIRATORIAS PEDIÁTRICAS (BRONCOPULMONAR PEDIATRICO),2
2020,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,GASTROENTEROLOGÍA PEDIÁTRICA,6
2020,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,HEMATO-ONCOLOGÍA PEDIÁTRICA,43
2020,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,HEMATOLOGÍA,4
2020,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,MEDICINA DE URGENCIA,2
2020,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,MEDICINA INTENSIVA ADULTO,1
2020,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,MEDICINA INTENSIVA PEDIÁTRICA,7
2020,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,MEDICINA INTERNA,32
2020,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,MÉDICO GENERAL,3
2020,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,NEFROLOGÍA PEDIÁTRICO,4
2020,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,NEUROCIRUGÍA,19
2020,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,NEUROLOGÍA ADULTO,6
2020,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,NEUROLOGÍA PEDIÁTRICA,39
2020,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,OBSTETRICIA Y GINECOLOGÍA,6
2020,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,ODONTOPEDIATRÍA,14
2020,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,OFTALMOLOGÍA,3
2020,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,ONCOLOGÍA MÉDICA,2
2020,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,OTORRINOLARINGOLOGÍA,30
2020,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,PEDIATRÍA,374
2020,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,PSIQUIATRÍA ADULTO,29
2020,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,PSIQUIATRÍA PEDIÁTRICA Y DE LA ADOLESCENCIA,39
2020,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,RADIOLOGÍA INTERVENCIONAL,2
2020,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,TRAUMATOLOGÍA Y ORTOPEDIA,50
2020,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,UROLOGÍA,8
2021,autismo_F840,principal,ESPECIALIDAD_MEDICA,CIRUGÍA PEDIÁTRICA,4
2021,autismo_F840,principal,ESPECIALIDAD_MEDICA,MEDICINA INTERNA,1
2021,autismo_F840,principal,ESPECIALIDAD_MEDICA,NEUROLOGÍA PEDIÁTRICA,1
2021,autismo_F840,principal,ESPECIALIDAD_MEDICA,ODONTOPEDIATRÍA,1
2021,autismo_F840,principal,ESPECIALIDAD_MEDICA,OTORRINOLARINGOLOGÍA,1
2021,autismo_F840,principal,ESPECIALIDAD_MEDICA,PEDIATRÍA,51
2021,autismo_F840,principal,ESPECIALIDAD_MEDICA,PSIQUIATRÍA ADULTO,48
2021,autismo_F840,principal,ESPECIALIDAD_MEDICA,PSIQUIATRÍA PEDIÁTRICA Y DE LA ADOLESCENCIA,32
2021,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,CARDIOLOGÍA,1
2021,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,CARDIOLOGÍA PEDIÁTRICA,7
2021,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,CIRUGÍA CARDIOVASCULAR,6
2021,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,"CIRUGÍA DE CABEZA, CUELLO Y MAXILOFACIAL",10
2021,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,CIRUGÍA DE TÓRAX,3
2021,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,CIRUGÍA DIGESTIVA,1
2021,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,CIRUGÍA GENERAL,36
2021,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,CIRUGÍA PEDIÁTRICA,308
2021,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,CIRUGÍA PLÁSTICA Y REPARADORA,7
2021,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,CIRUGÍA VASCULAR PERIFÉRICA,1
2021,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,CIRUGÍA Y TRAUMATOLOGÍA BUCO MAXILOFACIAL,15
2021,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,CIRUJANO DENTISTA,3
2021,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,COLOPROCTOLOGÍA,3
2021,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,ENDOCRINOLOGÍA PEDIÁTRICA,4
2021,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,ENFERMEDADES RESPIRATORIAS DEL ADULTO (BRONCOPULMONAR),1
2021,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,ENFERMEDADES RESPIRATORIAS PEDIÁTRICAS (BRONCOPULMONAR PEDIATRICO),5
2021,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,GASTROENTEROLOGÍA PEDIÁTRICA,3
2021,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,HEMATO-ONCOLOGÍA PEDIÁTRICA,44
2021,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,HEMATOLOGÍA,4
2021,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,MEDICINA DE URGENCIA,1
2021,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,MEDICINA INTENSIVA ADULTO,4
2021,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,MEDICINA INTENSIVA PEDIÁTRICA,14
2021,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,MEDICINA INTERNA,67
2021,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,MÉDICO GENERAL,6
2021,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,NEFROLOGÍA PEDIÁTRICO,2
2021,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,NEONATOLOGÍA,1
2021,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,NEUROCIRUGÍA,40
2021,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,NEUROLOGÍA ADULTO,11
2021,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,NEUROLOGÍA PEDIÁTRICA,63
2021,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,NEURORRADIOLOGIA,2
2021,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,OBSTETRICIA Y GINECOLOGÍA,7
2021,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,ODONTOPEDIATRÍA,43
2021,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,OFTALMOLOGÍA,15
2021,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,ONCOLOGÍA MÉDICA,18
2021,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,OTORRINOLARINGOLOGÍA,48
2021,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,PEDIATRÍA,667
2021,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,PSIQUIATRÍA ADULTO,60
2021,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,PSIQUIATRÍA PEDIÁTRICA Y DE LA ADOLESCENCIA,79
2021,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,TRAUMATOLOGÍA Y ORTOPEDIA,84
2021,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,UROLOGÍA,15
2022,autismo_F840,principal,ESPECIALIDAD_MEDICA,CARDIOLOGÍA,1
2022,autismo_F840,principal,ESPECIALIDAD_MEDICA,CIRUGÍA PEDIÁTRICA,1
2022,autismo_F840,principal,ESPECIALIDAD_MEDICA,MEDICINA INTERNA,3
2022,autismo_F840,principal,ESPECIALIDAD_MEDICA,MÉDICO GENERAL,1
2022,autismo_F840,principal,ESPECIALIDAD_MEDICA,NEUROCIRUGÍA,2
2022,autismo_F840,principal,ESPECIALIDAD_MEDICA,NEUROLOGÍA ADULTO,1
2022,autismo_F840,principal,ESPECIALIDAD_MEDICA,NEUROLOGÍA PEDIÁTRICA,6
2022,autismo_F840,principal,ESPECIALIDAD_MEDICA,OBSTETRICIA Y GINECOLOGÍA,1
2022,autismo_F840,principal,ESPECIALIDAD_MEDICA,PEDIATRÍA,66
2022,autismo_F840,principal,ESPECIALIDAD_MEDICA,PSIQUIATRÍA ADULTO,34
2022,autismo_F840,principal,ESPECIALIDAD_MEDICA,PSIQUIATRÍA PEDIÁTRICA Y DE LA ADOLESCENCIA,86
2022,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,CARDIOLOGÍA,3
2022,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,CARDIOLOGÍA PEDIÁTRICA,14
2022,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,CIRUGÍA CARDIOVASCULAR,7
2022,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,"CIRUGÍA DE CABEZA, CUELLO Y MAXILOFACIAL",16
2022,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,CIRUGÍA DE TÓRAX,4
2022,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,CIRUGÍA DIGESTIVA,3
2022,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,CIRUGÍA GENERAL,62
2022,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,CIRUGÍA PEDIÁTRICA,545
2022,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,CIRUGÍA PLÁSTICA Y REPARADORA,16
2022,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,CIRUGÍA VASCULAR PERIFÉRICA,1
2022,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,CIRUGÍA Y TRAUMATOLOGÍA BUCO MAXILOFACIAL,25
2022,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,CIRUJANO DENTISTA,12
2022,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,ENDOCRINOLOGÍA PEDIÁTRICA,2
2022,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,ENFERMEDADES RESPIRATORIAS DEL ADULTO (BRONCOPULMONAR),2
2022,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,ENFERMEDADES RESPIRATORIAS PEDIÁTRICAS (BRONCOPULMONAR PEDIATRICO),28
2022,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,GASTROENTEROLOGÍA ADULTO,2
2022,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,GASTROENTEROLOGÍA PEDIÁTRICA,11
2022,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,HEMATO-ONCOLOGÍA PEDIÁTRICA,50
2022,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,HEMATOLOGÍA,2
2022,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,INMUNOLOGÍA CLÍNICA,1
2022,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,MATRONAS(ES),1
2022,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,MEDICINA DE URGENCIA,1
2022,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,MEDICINA INTENSIVA ADULTO,13
2022,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,MEDICINA INTENSIVA PEDIÁTRICA,33
2022,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,MEDICINA INTERNA,71
2022,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,MÉDICO GENERAL,10
2022,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,NEFROLOGÍA PEDIÁTRICO,2
2022,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,NEUROCIRUGÍA,48
2022,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,NEUROLOGÍA ADULTO,23
2022,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,NEUROLOGÍA PEDIÁTRICA,82
2022,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,NEURORRADIOLOGIA,4
2022,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,OBSTETRICIA Y GINECOLOGÍA,14
2022,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,ODONTOPEDIATRÍA,49
2022,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,OFTALMOLOGÍA,27
2022,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,ONCOLOGÍA MÉDICA,24
2022,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,ORTODONCIA Y ORTOPEDIA DENTO MAXILOFACIAL,2
2022,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,OTORRINOLARINGOLOGÍA,96
2022,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,PEDIATRÍA,1125
2022,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,PSIQUIATRÍA ADULTO,87
2022,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,PSIQUIATRÍA PEDIÁTRICA Y DE LA ADOLESCENCIA,197
2022,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,TRAUMATOLOGÍA Y ORTOPEDIA,123
2022,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,UROLOGÍA,21
2023,autismo_F840,principal,ESPECIALIDAD_MEDICA,CIRUGÍA PEDIÁTRICA,1
2023,autismo_F840,principal,ESPECIALIDAD_MEDICA,MEDICINA INTERNA,3
2023,autismo_F840,principal,ESPECIALIDAD_MEDICA,MÉDICO GENERAL,3
2023,autismo_F840,principal,ESPECIALIDAD_MEDICA,NEUROLOGÍA PEDIÁTRICA,7
2023,autismo_F840,principal,ESPECIALIDAD_MEDICA,PEDIATRÍA,62
2023,autismo_F840,principal,ESPECIALIDAD_MEDICA,PSIQUIATRÍA ADULTO,40
2023,autismo_F840,principal,ESPECIALIDAD_MEDICA,PSIQUIATRÍA PEDIÁTRICA Y DE LA ADOLESCENCIA,137
2023,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,CARDIOLOGÍA,2
2023,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,CARDIOLOGÍA PEDIÁTRICA,10
2023,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,CIRUGÍA CARDIOVASCULAR,8
2023,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,"CIRUGÍA DE CABEZA, CUELLO Y MAXILOFACIAL",23
2023,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,CIRUGÍA DE TÓRAX,2
2023,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,CIRUGÍA DIGESTIVA,6
2023,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,CIRUGÍA GENERAL,119
2023,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,CIRUGÍA PEDIÁTRICA,878
2023,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,CIRUGÍA PLÁSTICA Y REPARADORA,14
2023,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,CIRUGÍA VASCULAR PERIFÉRICA,2
2023,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,CIRUGÍA Y TRAUMATOLOGÍA BUCO MAXILOFACIAL,40
2023,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,CIRUJANO DENTISTA,7
2023,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,COLOPROCTOLOGÍA,8
2023,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,DERMATOLOGÍA Y VENEROLOGÍA,1
2023,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,ENDOCRINOLOGÍA PEDIÁTRICA,4
2023,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,ENFERMEDADES RESPIRATORIAS DEL ADULTO (BRONCOPULMONAR),2
2023,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,ENFERMEDADES RESPIRATORIAS PEDIÁTRICAS (BRONCOPULMONAR PEDIATRICO),69
2023,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,GASTROENTEROLOGÍA ADULTO,4
2023,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,GASTROENTEROLOGÍA PEDIÁTRICA,38
2023,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,GINECOLOGÍA PEDIÁTRICA Y DE LA ADOLESCENCIA,1
2023,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,HEMATO-ONCOLOGÍA PEDIÁTRICA,85
2023,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,HEMATOLOGÍA,10
2023,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,INMUNOLOGÍA CLÍNICA,2
2023,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,MEDICINA DE URGENCIA,1
2023,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,MEDICINA FISICA Y REHABILITACIÓN PEDIÁTRICA,1
2023,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,MEDICINA INTENSIVA ADULTO,22
2023,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,MEDICINA INTENSIVA PEDIÁTRICA,38
2023,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,MEDICINA INTERNA,142
2023,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,MÉDICO GENERAL,8
2023,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,NEFROLOGÍA ADULTO,2
2023,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,NEFROLOGÍA PEDIÁTRICO,1
2023,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,NEUROCIRUGÍA,51
2023,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,NEUROLOGÍA ADULTO,27
2023,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,NEUROLOGÍA PEDIÁTRICA,129
2023,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,NEURORRADIOLOGIA,2
2023,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,OBSTETRICIA Y GINECOLOGÍA,44
2023,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,ODONTOPEDIATRÍA,38
2023,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,OFTALMOLOGÍA,61
2023,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,ONCOLOGÍA MÉDICA,34
2023,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,OTORRINOLARINGOLOGÍA,186
2023,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,PEDIATRÍA,2009
2023,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,PSIQUIATRÍA ADULTO,218
2023,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,PSIQUIATRÍA PEDIÁTRICA Y DE LA ADOLESCENCIA,448
2023,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,RADIOLOGÍA INTERVENCIONAL,1
2023,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,REUMATOLOGÍA PEDIÁTRICA,1
2023,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,TRAUMATOLOGÍA Y ORTOPEDIA,227
2023,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,UROLOGÍA,46
2024,autismo_F840,principal,ESPECIALIDAD_MEDICA,MEDICINA DE URGENCIA,2
2024,autismo_F840,principal,ESPECIALIDAD_MEDICA,MEDICINA INTENSIVA ADULTO,1
2024,autismo_F840,principal,ESPECIALIDAD_MEDICA,MEDICINA INTENSIVA PEDIÁTRICA,1
2024,autismo_F840,principal,ESPECIALIDAD_MEDICA,MEDICINA INTERNA,3
2024,autismo_F840,principal,ESPECIALIDAD_MEDICA,NEUROLOGÍA PEDIÁTRICA,12
2024,autismo_F840,principal,ESPECIALIDAD_MEDICA,OBSTETRICIA Y GINECOLOGÍA,1
2024,autismo_F840,principal,ESPECIALIDAD_MEDICA,PEDIATRÍA,68
2024,autismo_F840,principal,ESPECIALIDAD_MEDICA,PSIQUIATRÍA ADULTO,44
2024,autismo_F840,principal,ESPECIALIDAD_MEDICA,PSIQUIATRÍA PEDIÁTRICA Y DE LA ADOLESCENCIA,148
2024,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,CARDIOLOGÍA,7
2024,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,CARDIOLOGÍA PEDIÁTRICA,7
2024,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,CIRUGÍA CARDIOVASCULAR,9
2024,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,"CIRUGÍA DE CABEZA, CUELLO Y MAXILOFACIAL",31
2024,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,CIRUGÍA DE TÓRAX,5
2024,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,CIRUGÍA DIGESTIVA,3
2024,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,CIRUGÍA GENERAL,184
2024,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,CIRUGÍA PEDIÁTRICA,1188
2024,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,CIRUGÍA PLÁSTICA Y REPARADORA,22
2024,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,CIRUGÍA VASCULAR PERIFÉRICA,3
2024,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,CIRUGÍA Y TRAUMATOLOGÍA BUCO MAXILOFACIAL,79
2024,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,CIRUJANO DENTISTA,7
2024,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,COLOPROCTOLOGÍA,15
2024,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,DIABETOLOGÍA,1
2024,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,ENDOCRINOLOGÍA PEDIÁTRICA,5
2024,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,ENFERMEDADES RESPIRATORIAS DEL ADULTO (BRONCOPULMONAR),4
2024,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,ENFERMEDADES RESPIRATORIAS PEDIÁTRICAS (BRONCOPULMONAR PEDIATRICO),58
2024,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,GASTROENTEROLOGÍA ADULTO,4
2024,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,GASTROENTEROLOGÍA PEDIÁTRICA,20
2024,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,GINECOLOGÍA ONCOLÓGICA,1
2024,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,HEMATO-ONCOLOGÍA PEDIÁTRICA,102
2024,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,HEMATOLOGÍA,24
2024,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,IMPLANTOLOGIA BUCO MAXILOFACIAL,1
2024,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,INMUNOLOGÍA CLÍNICA,1
2024,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,MEDICINA DE URGENCIA,18
2024,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,MEDICINA FAMILIAR,1
2024,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,MEDICINA INTENSIVA ADULTO,25
2024,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,MEDICINA INTENSIVA PEDIÁTRICA,59
2024,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,MEDICINA INTERNA,200
2024,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,MÉDICO GENERAL,17
2024,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,NEFROLOGÍA ADULTO,4
2024,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,NEFROLOGÍA PEDIÁTRICO,8
2024,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,NEONATOLOGÍA,1
2024,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,NEUROCIRUGÍA,69
2024,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,NEUROLOGÍA ADULTO,48
2024,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,NEUROLOGÍA PEDIÁTRICA,146
2024,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,NEURORRADIOLOGIA,5
2024,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,OBSTETRICIA Y GINECOLOGÍA,71
2024,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,ODONTOPEDIATRÍA,84
2024,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,OFTALMOLOGÍA,74
2024,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,ONCOLOGÍA MÉDICA,18
2024,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,OTORRINOLARINGOLOGÍA,288
2024,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,PEDIATRÍA,2489
2024,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,PSIQUIATRÍA ADULTO,351
2024,autismo_F840,solo_secundario,ESPECIALIDAD_MEDICA,PSIQUIATRÍA PEDIÁTRICA Y DE LA ADOLESCENCIA,830
